                                          AUGUST 1999 
DATE  SID.TIME  SUN   MOON  MERCURY  VENUS  MARS JUPITER SATURN URANUS NEPTUNE PLUTO  NODE 
Mo 03 00:48:31 10LI13 02SC07 23VI21 11SC26 03CP44 05LI04 11SG46 23AR00 09PI51 14CP56 10VI59 
Tu 04 00:52:28 11LI12 13SC59 24VI47 12SC39 04CP25 05LI17 11SG50 22AR58 09PI49 14CP56 10VI56 
We 05 00:56:24 12LI11 25SC50 26VI18 13SC52 05CP05 05LI30 11SG55 22AR56 09PI48 14CP57 10VI53 
Th 06 01:00:21 13LI10 07SG41 27VI51 15SC05 05CP45 05LI43 11SG60 22AR53 09PI47 14CP57 10VI50 
Fr 07 01:04:17 14LI09 19SG37 29VI28 16SC18 06CP26 05LI56 12SG04 22AR51 09PI45 14CP57 10VI47 
Sa 08 01:08:14 15LI08 01CP41 01LI06 17SC31 07CP07 06LI09 12SG09 22AR48 09PI44 14CP58 10VI44 
Su 09 01:12:11 16LI08 13CP57 02LI46 18SC44 07CP48 06LI22 12SG14 22AR46 09PI43 14CP58 10VI40 
Mo 10 01:16:07 17LI07 26CP30 04LI28 19SC57 08CP29 06LI35 12SG19 22AR44 09PI42 14CP58 10VI37 
Tu 11 01:20:04 18LI06 09AQ25 06LI11 21SC09 09CP10 06LI47 12SG24 22AR41 09PI40 14CP59 10VI34 
We 12 01:24:00 19LI06 22AQ45 07LI54 22SC22 09CP51 07LI00 12SG29 22AR39 09PI39 14CP59 10VI31 
Th 13 01:27:57 20LI05 06PI32 09LI38 23SC35 10CP33 07LI13 12SG34 22AR36 09PI38 14CP60 10VI28 
Fr 14 01:31:53 21LI04 20PI47 11LI22 24SC48 11CP14 07LI26 12SG40 22AR34 09PI37 15CP00 10VI24 
Sa 15 01:35:50 22LI04 05AR27 13LI06 26SC01 11CP56 07LI39 12SG45 22AR31 09PI36 15CP01 10VI21 
Su 16 01:39:46 23LI03 20AR27 14LI50 27SC13 12CP38 07LI51 12SG50 22AR29 09PI35 15CP01 10VI18 
Mo 17 01:43:43 24LI03 05TA39 16LI35 28SC26 13CP19 08LI04 12SG56 22AR27 09PI34 15CP02 10VI15 
Tu 18 01:47:40 25LI02 20TA52 18LI18 29SC39 14CP01 08LI17 13SG01 22AR24 09PI33 15CP02 10VI12 
We 19 01:51:36 26LI02 05GE55 20LI02 00SG51 14CP44 08LI30 13SG07 22AR22 09PI32 15CP03 10VI09 
Th 20 01:55:33 27LI01 20GE41 21LI45 02SG04 15CP26 08LI42 13SG12 22AR19 09PI31 15CP04 10VI05 
Fr 21 01:59:29 28LI01 05CN03 23LI28 03SG17 16CP08 08LI55 13SG18 22AR17 09PI30 15CP05 10VI02 
Sa 22 02:03:26 29LI01 18CN58 25LI10 04SG29 16CP50 09LI07 13SG23 22AR14 09PI29 15CP05 09VI59 
Su 23 02:07:22 00SC01 02LE27 26LI52 05SG42 17CP33 09LI20 13SG29 22AR12 09PI28 15CP06 09VI56 
Mo 24 02:11:19 01SC00 15LE32 28LI33 06SG54 18CP15 09LI32 13SG35 22AR10 09PI27 15CP07 09VI53 
Tu 25 02:15:15 02SC00 28LE17 00SC13 08SG07 18CP58 09LI45 13SG41 22AR07 09PI26 15CP08 09VI50 
We 26 02:19:12 02SC60 10VI45 01SC54 09SG19 19CP41 09LI57 13SG47 22AR05 09PI25 15CP09 09VI46 
Th 27 02:23:09 03SC60 22VI60 03SC33 10SG32 20CP24 10LI10 13SG53 22AR02 09PI24 15CP09 09VI43 
Fr 28 02:27:05 04SC60 05LI06 05SC12 11SG44 21CP07 10LI22 13SG59 21AR60 09PI24 15CP10 09VI40 
Sa 29 02:31:02 05SC60 17LI05 06SC51 12SG56 21CP50 10LI35 14SG05 21AR58 09PI23 15CP11 09VI37 
Su 30 02:34:58 06SC60 28LI60 08SC29 14SG09 22CP33 10LI47 14SG11 21AR55 09PI22 15CP12 09VI34 
Mo 31 02:38:55 07SC60 10SC52 10SC06 15SG21 23CP16 10LI59 14SG17 21AR53 09PI22 15CP13 09VI30 
                                        NOVEMBER 2016 
DATE  SID.TIME  SUN   MOON  MERCURY  VENUS  MARS JUPITER SATURN URANUS NEPTUNE PLUTO  NODE 
Tu 01 02:42:51 08SC60 22SC43 11SC43 16SG33 23CP60 11LI11 14SG23 21AR51 09PI21 15CP14 09VI27 
We 02 02:46:48 09SC60 04SG35 13SC20 17SG45 24CP43 11LI24 14SG29 21AR48 09PI20 15CP15 09VI24 
Th 03 02:50:44 10SC60 16SG29 14SC56 18SG58 25CP27 11LI36 14SG36 21AR46 09PI20 15CP17 09VI21 
Fr 04 02:54:41 11SC60 28SG27 16SC32 20SG10 26CP10 11LI48 14SG42 21AR44 09PI19 15CP18 09VI18 
Sa 05 02:58:38 13SC00 10CP32 18SC07 21SG22 26CP54 11LI60 14SG48 21AR42 09PI19 15CP19 09VI15 
Su 06 03:02:34 14SC00 22CP47 19SC42 22SG34 27CP38 12LI12 14SG55 21AR39 09PI18 15CP20 09VI11 
Mo 07 03:06:31 15SC00 05AQ16 21SC16 23SG46 28CP21 12LI24 15SG01 21AR37 09PI18 15CP21 09VI08 
Tu 08 03:10:27 16SC01 18AQ04 22SC50 24SG58 29CP05 12LI36 15SG08 21AR35 09PI17 15CP22 09VI05 
We 09 03:14:24 17SC01 01PI14 24SC24 26SG10 29CP49 12LI47 15SG14 21AR33 09PI17 15CP24 09VI02 
Th 10 03:18:20 18SC01 14PI51 25SC58 27SG22 00AQ33 12LI59 15SG21 21AR31 09PI16 15CP25 08VI59 
Fr 11 03:22:17 19SC01 28PI57 27SC31 28SG34 01AQ17 13LI11 15SG27 21AR29 09PI16 15CP26 08VI56 
Sa 12 03:26:13 20SC02 13AR30 29SC03 29SG45 02AQ01 13LI22 15SG34 21AR27 09PI16 15CP27 08VI52 
Su 13 03:30:10 21SC02 28AR29 00SG36 00CP57 02AQ46 13LI34 15SG40 21AR25 09PI16 15CP29 08VI49 
Mo 14 03:34:07 22SC03 13TA44 02SG08 02CP09 03AQ30 13LI45 15SG47 21AR23 09PI15 15CP30 08VI46 
Tu 15 03:38:03 23SC03 29TA06 03SG40 03CP20 04AQ14 13LI57 15SG54 21AR21 09PI15 15CP32 08VI43 
We 16 03:41:60 24SC03 14GE23 05SG11 04CP32 04AQ58 14LI08 16SG01 21AR19 09PI15 15CP33 08VI40 
Th 17 03:45:56 25SC04 29GE24 06SG43 05CP43 05AQ43 14LI19 16SG07 21AR17 09PI15 15CP34 08VI36 
Fr 18 03:49:53 26SC04 14CN00 08SG14 06CP55 06AQ27 14LI31 16SG14 21AR15 09PI15 15CP36 08VI33 
Sa 19 03:53:49 27SC05 28CN07 09SG44 08CP06 07AQ12 14LI42 16SG21 21AR13 09PI15 15CP37 08VI30 
Su 20 03:57:46 28SC05 11LE44 11SG15 09CP17 07AQ56 14LI53 16SG28 21AR11 09PI15 15CP39 08VI27 
Mo 21 04:01:42 29SC06 24LE52 12SG45 10CP28 08AQ41 15LI04 16SG35 21AR09 09PI15 15CP40 08VI24 
Tu 22 04:05:39 00SG07 07VI36 14SG15 11CP40 09AQ25 15LI15 16SG42 21AR08 09PI15 15CP42 08VI21 
We 23 04:09:36 01SG07 19VI60 15SG44 12CP51 10AQ10 15LI26 16SG48 21AR06 09PI15 15CP43 08VI17 
Th 24 04:13:32 02SG08 02LI09 17SG13 14CP02 10AQ55 15LI36 16SG55 21AR04 09PI15 15CP45 08VI14 
Fr 25 04:17:29 03SG09 14LI08 18SG42 15CP13 11AQ40 15LI47 17SG02 21AR03 09PI15 15CP47 08VI11 
Sa 26 04:21:25 04SG09 26LI02 20SG10 16CP23 12AQ24 15LI58 17SG09 21AR01 09PI15 15CP48 08VI08 
Su 27 04:25:22 05SG10 07SC52 21SG38 17CP34 13AQ09 16LI08 17SG16 20AR59 09PI16 15CP50 08VI05 
Mo 28 04:29:18 06SG11 19SC43 23SG05 18CP45 13AQ54 16LI19 17SG23 20AR58 09PI16 15CP52 08VI02 
Tu 29 04:33:15 07SG12 01SG36 24SG32 19CP55 14AQ39 16LI29 17SG30 20AR56 09PI16 15CP53 07VI58 
We 30 04:37:11 08SG12 13SG32 25SG57 21CP06 15AQ24 16LI39 17SG37 20AR55 09PI16 15CP55 07VI55 
                                        DECEMBER 2016 
DATE  SID.TIME  SUN   MOON  MERCURY  VENUS  MARS JUPITER SATURN URANUS NEPTUNE PLUTO  NODE 
Th 01 04:41:08 09SG13 25SG32 27SG22 22CP16 16AQ09 16LI49 17SG44 20AR54 09PI17 15CP57 07VI52 
Fr 02 04:45:05 10SG14 07CP38 28SG46 23CP27 16AQ54 16LI59 17SG51 20AR52 09PI17 15CP58 07VI49 
Sa 03 04:49:01 11SG15 19CP50 00CP09 24CP37 17AQ39 17LI09 17SG58 20AR51 09PI18 16CP00 07VI46 
Su 04 04:52:58 12SG16 02AQ12 01CP31 25CP47 18AQ24 17LI19 18SG06 20AR50 09PI18 16CP02 07VI42 
Mo 05 04:56:54 13SG17 14AQ45 02CP51 26CP57 19AQ09 17LI29 18SG13 20AR48 09PI19 16CP04 07VI39 
Tu 06 05:00:51 14SG18 27AQ33 04CP09 28CP07 19AQ54 17LI39 18SG20 20AR47 09PI19 16CP06 07VI36 
We 07 05:04:47 15SG18 10PI39 05CP25 29CP17 20AQ39 17LI48 18SG27 20AR46 09PI20 16CP07 07VI33 
Th 08 05:08:44 16SG19 24PI07 06CP39 00AQ26 21AQ25 17LI58 18SG34 20AR45 09PI20 16CP09 07VI30 
Fr 09 05:12:40 17SG20 07AR59 07CP50 01AQ36 22AQ10 18LI07 18SG41 20AR44 09PI21 16CP11 07VI27 
Sa 10 05:16:37 18SG21 22AR16 08CP58 02AQ45 22AQ55 18LI16 18SG48 20AR43 09PI22 16CP13 07VI23 
Su 11 05:20:34 19SG22 06TA58 10CP03 03AQ55 23AQ40 18LI25 18SG55 20AR42 09PI22 16CP15 07VI20 
Mo 12 05:24:30 20SG23 21TA58 11CP03 05AQ04 24AQ25 18LI34 19SG02 20AR41 09PI23 16CP17 07VI17 
Tu 13 05:28:27 21SG24 07GE10 11CP58 06AQ13 25AQ11 18LI43 19SG09 20AR40 09PI24 16CP19 07VI14 
We 14 05:32:23 22SG25 22GE21 12CP48 07AQ22 25AQ56 18LI52 19SG16 20AR39 09PI25 16CP20 07VI11 
Th 15 05:36:20 23SG26 07CN23 13CP32 08AQ30 26AQ41 19LI01 19SG23 20AR39 09PI25 16CP22 07VI07 
Fr 16 05:40:16 24SG27 22CN04 14CP08 09AQ39 27AQ26 19LI09 19SG31 20AR38 09PI26 16CP24 07VI04 
Sa 17 05:44:13 25SG28 06LE19 14CP37 10AQ47 28AQ12 19LI18 19SG38 20AR37 09PI27 16CP26 07VI01 
Su 18 05:48:09 26SG29 20LE04 14CP57 11AQ55 28AQ57 19LI26 19SG45 20AR37 09PI28 16CP28 06VI58 
Mo 19 05:52:06 27SG30 03VI20 15CP07 13AQ03 29AQ42 19LI34 19SG52 20AR36 09PI29 16CP30 06VI55 
Tu 20 05:56:03 28SG31 16VI10 15CP06 14AQ11 00PI28 19LI42 19SG59 20AR36 09PI30 16CP32 06VI52 
We 21 05:59:59 29SG33 28VI38 14CP54 15AQ19 01PI13 19LI50 20SG06 20AR35 09PI31 16CP34 06VI48 
Th 22 06:03:56 00CP34 10LI48 14CP31 16AQ26 01PI58 19LI58 20SG13 20AR35 09PI32 16CP36 06VI45 
Fr 23 06:07:52 01CP35 22LI47 13CP56 17AQ34 02PI43 20LI06 20SG20 20AR34 09PI33 16CP38 06VI42 
Sa 24 06:11:49 02CP36 04SC40 13CP10 18AQ41 03PI29 20LI13 20SG27 20AR34 09PI34 16CP40 06VI39 
Su 25 06:15:45 03CP37 16SC30 12CP12 19AQ48 04PI14 20LI21 20SG34 20AR34 09PI35 16CP42 06VI36 
Mo 26 06:19:42 04CP38 28SC21 11CP06 20AQ54 04PI59 20LI28 20SG41 20AR34 09PI37 16CP44 06VI33 
Tu 27 06:23:38 05CP39 10SG17 09CP52 22AQ01 05PI45 20LI35 20SG48 20AR33 09PI38 16CP46 06VI29 
We 28 06:27:35 06CP41 22SG18 08CP32 23AQ07 06PI30 20LI42 20SG55 20AR33 09PI39 16CP48 06VI26 
Th 29 06:31:32 07CP42 04CP28 07CP11 24AQ13 07PI15 20LI49 21SG02 20AR33 09PI40 16CP50 06VI23 
Fr 30 06:35:28 08CP43 16CP46 05CP49 25AQ19 08PI01 20LI56 21SG09 20AR33 09PI42 16CP52 06VI20 
Sa 31 06:39:25 09CP44 29CP13 04CP30 26AQ24 08PI46 21LI02 21SG15 20AR33 09PI43 16CP54 06VI17


JANUARY 2017

DATE  SID.TIME  SUN   MOON  MERCURY  VENUS  MARS JUPITER SATURN URANUS NEPTUNE PLUTO  NODE 
Su 01 06:43:21 10CP45 11AQ50 03CP17 27AQ29 09PI31 21LI09 21SG22 20AR34 09PI44 16CP56 06VI13 
Mo 02 06:47:18 11CP46 24AQ38 02CP10 28AQ34 10PI17 21LI15 21SG29 20AR34 09PI46 16CP59 06VI10 
Tu 03 06:51:14 12CP48 07PI37 01CP12 29AQ39 11PI02 21LI21 21SG36 20AR34 09PI47 17CP01 06VI07 
We 04 06:55:11 13CP49 20PI51 00CP24 00PI43 11PI47 21LI27 21SG43 20AR34 09PI49 17CP03 06VI04 
Th 05 06:59:07 14CP50 04AR20 29SG46 01PI47 12PI33 21LI33 21SG49 20AR34 09PI50 17CP05 06VI01 
Fr 06 07:03:04 15CP51 18AR06 29SG18 02PI51 13PI18 21LI39 21SG56 20AR35 09PI52 17CP07 05VI58 
Sa 07 07:07:01 16CP52 02TA11 28SG60 03PI55 14PI03 21LI44 22SG03 20AR35 09PI53 17CP09 05VI54 
Su 08 07:10:57 17CP53 16TA33 28SG52 04PI58 14PI48 21LI49 22SG09 20AR36 09PI55 17CP11 05VI51 
Mo 09 07:14:54 18CP54 01GE09 28SG52 06PI00 15PI34 21LI54 22SG16 20AR36 09PI56 17CP13 05VI48 
Tu 10 07:18:50 19CP56 15GE55 29SG02 07PI03 16PI19 21LI60 22SG23 20AR37 09PI58 17CP15 05VI45 
We 11 07:22:47 20CP57 00CN43 29SG19 08PI05 17PI04 22LI04 22SG29 20AR37 09PI59 17CP17 05VI42 
Th 12 07:26:43 21CP58 15CN26 29SG43 09PI06 17PI49 22LI09 22SG36 20AR38 10PI01 17CP19 05VI39 
Fr 13 07:30:40 22CP59 29CN55 00CP13 10PI08 18PI34 22LI14 22SG42 20AR39 10PI03 17CP21 05VI35 
Sa 14 07:34:36 24CP00 14LE04 00CP50 11PI08 19PI20 22LI18 22SG49 20AR40 10PI04 17CP23 05VI32 
Su 15 07:38:33 25CP01 27LE49 01CP31 12PI09 20PI05 22LI22 22SG55 20AR41 10PI06 17CP25 05VI29 
Mo 16 07:42:30 26CP02 11VI08 02CP18 13PI09 20PI50 22LI26 23SG01 20AR41 10PI08 17CP27 05VI26 
Tu 17 07:46:26 27CP03 24VI03 03CP08 14PI08 21PI35 22LI30 23SG08 20AR42 10PI10 17CP29 05VI23 
We 18 07:50:23 28CP04 06LI37 04CP02 15PI07 22PI20 22LI34 23SG14 20AR43 10PI11 17CP31 05VI19 
Th 19 07:54:19 29CP05 18LI52 05CP00 16PI05 23PI05 22LI37 23SG20 20AR44 10PI13 17CP33 05VI16 
Fr 20 07:58:16 00AQ07 00SC55 06CP01 17PI03 23PI50 22LI40 23SG26 20AR45 10PI15 17CP35 05VI13 
Sa 21 08:02:12 01AQ08 12SC49 07CP05 18PI01 24PI35 22LI43 23SG32 20AR47 10PI17 17CP37 05VI10 
Su 22 08:06:09 02AQ09 24SC41 08CP11 18PI57 25PI20 22LI46 23SG38 20AR48 10PI19 17CP39 05VI07 
Mo 23 08:10:05 03AQ10 06SG33 09CP19 19PI54 26PI05 22LI49 23SG44 20AR49 10PI21 17CP41 05VI04 
Tu 24 08:14:02 04AQ11 18SG32 10CP30 20PI49 26PI50 22LI52 23SG50 20AR50 10PI23 17CP43 05VI00 
We 25 08:17:59 05AQ12 00CP38 11CP42 21PI45 27PI35 22LI54 23SG56 20AR52 10PI25 17CP45 04VI57 
Th 26 08:21:55 06AQ13 12CP56 12CP56 22PI39 28PI20 22LI56 24SG02 20AR53 10PI26 17CP47 04VI54 
Fr 27 08:25:52 07AQ14 25CP27 14CP12 23PI33 29PI05 22LI58 24SG08 20AR54 10PI28 17CP49 04VI51 
Sa 28 08:29:48 08AQ15 08AQ11 15CP29 24PI26 29PI49 23LI00 24SG14 20AR56 10PI30 17CP51 04VI48 
Su 29 08:33:45 09AQ16 21AQ08 16CP47 25PI18 00AR34 23LI02 24SG20 20AR57 10PI32 17CP53 04VI45 
Mo 30 08:37:41 10AQ17 04PI19 18CP07 26PI10 01AR19 23LI03 24SG25 20AR59 10PI34 17CP55 04VI41 
Tu 31 08:41:38 11AQ18 17PI41 19CP28 27PI01 02AR04 23LI05 24SG31 21AR01 10PI36 17CP57 04VI38 
                                        FEBRUARY 2017
DATE  SID.TIME  SUN   MOON  MERCURY  VENUS  MARS JUPITER SATURN URANUS NEPTUNE PLUTO  NODE 
We 01 08:45:34 12AQ19 01AR15 20CP50 27PI51 02AR49 23LI06 24SG36 21AR02 10PI39 17CP59 04VI35 
Th 02 08:49:31 13AQ20 15AR00 22CP14 28PI40 03AR33 23LI07 24SG42 21AR04 10PI41 18CP01 04VI32 
Fr 03 08:53:28 14AQ20 28AR55 23CP38 29PI28 04AR18 23LI07 24SG47 21AR06 10PI43 18CP03 04VI29 
Sa 04 08:57:24 15AQ21 12TA59 25CP03 00AR16 05AR03 23LI08 24SG53 21AR08 10PI45 18CP05 04VI25 
Su 05 09:01:21 16AQ22 27TA11 26CP29 01AR02 05AR47 23LI08 24SG58 21AR09 10PI47 18CP07 04VI22 
Mo 06 09:05:17 17AQ23 11GE28 27CP56 01AR48 06AR32 23LI08 25SG03 21AR11 10PI49 18CP09 04VI19 
Tu 07 09:09:14 18AQ24 25GE47 29CP24 02AR33 07AR16 23LI08 25SG08 21AR13 10PI51 18CP10 04VI16 
We 08 09:13:10 19AQ25 10CN05 00AQ53 03AR16 08AR01 23LI08 25SG13 21AR15 10PI53 18CP12 04VI13 
Th 09 09:17:07 20AQ25 24CN18 02AQ23 03AR58 08AR45 23LI08 25SG18 21AR17 10PI55 18CP14 04VI10 
Fr 10 09:21:03 21AQ26 08LE20 03AQ54 04AR39 09AR30 23LI07 25SG23 21AR19 10PI58 18CP16 04VI06 
Sa 11 09:24:60 22AQ27 22LE09 05AQ25 05AR19 10AR14 23LI06 25SG28 21AR21 10PI60 18CP18 04VI03 
Su 12 09:28:57 23AQ27 05VI40 06AQ58 05AR58 10AR58 23LI05 25SG33 21AR23 11PI02 18CP19 04VI00 
Mo 13 09:32:53 24AQ28 18VI52 08AQ31 06AR36 11AR43 23LI04 25SG38 21AR26 11PI04 18CP21 03VI57 
Tu 14 09:36:50 25AQ29 01LI44 10AQ05 07AR12 12AR27 23LI03 25SG43 21AR28 11PI06 18CP23 03VI54 
We 15 09:40:46 26AQ29 14LI18 11AQ40 07AR47 13AR11 23LI01 25SG47 21AR30 11PI09 18CP25 03VI51 
Th 16 09:44:43 27AQ30 26LI36 13AQ16 08AR20 13AR56 22LI60 25SG52 21AR32 11PI11 18CP26 03VI47 
Fr 17 09:48:39 28AQ30 08SC42 14AQ52 08AR52 14AR40 22LI58 25SG56 21AR35 11PI13 18CP28 03VI44 
Sa 18 09:52:36 29AQ31 20SC39 16AQ30 09AR22 15AR24 22LI55 26SG01 21AR37 11PI15 18CP30 03VI41 
Su 19 09:56:32 00PI31 02SG32 18AQ08 09AR50 16AR08 22LI53 26SG05 21AR40 11PI17 18CP31 03VI38 
Mo 20 10:00:29 01PI32 14SG25 19AQ48 10AR17 16AR52 22LI51 26SG09 21AR42 11PI20 18CP33 03VI35 
Tu 21 10:04:26 02PI32 26SG24 21AQ28 10AR43 17AR36 22LI48 26SG13 21AR44 11PI22 18CP34 03VI31 
We 22 10:08:22 03PI33 08CP33 23AQ09 11AR06 18AR20 22LI45 26SG17 21AR47 11PI24 18CP36 03VI28 
Th 23 10:12:19 04PI33 20CP55 24AQ51 11AR28 19AR04 22LI42 26SG21 21AR50 11PI27 18CP38 03VI25 
Fr 24 10:16:15 05PI34 03AQ33 26AQ35 11AR47 19AR48 22LI39 26SG25 21AR52 11PI29 18CP39 03VI22 
Sa 25 10:20:12 06PI34 16AQ30 28AQ19 12AR05 20AR32 22LI36 26SG29 21AR55 11PI31 18CP41 03VI19 
Su 26 10:24:08 07PI34 29AQ46 00PI04 12AR21 21AR16 22LI32 26SG33 21AR57 11PI33 18CP42 03VI16 
Mo 27 10:28:05 08PI35 13PI20 01PI50 12AR34 21AR60 22LI28 26SG37 22AR00 11PI36 18CP44 03VI12 
Tu 28 10:32:01 09PI35 27PI10 03PI37 12AR46 22AR43 22LI24 26SG40 22AR03 11PI38 18CP45 03VI09
 
                                         MARCH 2017
DATE  SID.TIME  SUN   MOON  MERCURY  VENUS  MARS JUPITER SATURN URANUS NEPTUNE PLUTO  NODE 
We 01 10:35:58 10PI35 11AR12 05PI25 12AR55 23AR27 22LI20 26SG44 22AR06 11PI40 18CP47 03VI06 
Th 02 10:39:54 11PI36 25AR24 07PI14 13AR02 24AR11 22LI16 26SG47 22AR08 11PI42 18CP48 03VI03 
Fr 03 10:43:51 12PI36 09TA41 09PI04 13AR06 24AR54 22LI12 26SG50 22AR11 11PI45 18CP49 02VI60 
Sa 04 10:47:48 13PI36 23TA59 10PI56 13AR09 25AR38 22LI07 26SG54 22AR14 11PI47 18CP51 02VI56 
Su 05 10:51:44 14PI36 08GE15 12PI48 13AR08 26AR22 22LI02 26SG57 22AR17 11PI49 18CP52 02VI53 
Mo 06 10:55:41 15PI36 22GE25 14PI41 13AR06 27AR05 21LI57 26SG60 22AR20 11PI52 18CP53 02VI50 
Tu 07 10:59:37 16PI36 06CN28 16PI35 13AR00 27AR49 21LI52 27SG03 22AR23 11PI54 18CP55 02VI47 
We 08 11:03:34 17PI36 20CN23 18PI30 12AR52 28AR32 21LI47 27SG06 22AR26 11PI56 18CP56 02VI44 
Th 09 11:07:30 18PI36 04LE07 20PI26 12AR42 29AR16 21LI42 27SG08 22AR29 11PI58 18CP57 02VI41 
Fr 10 11:11:27 19PI36 17LE40 22PI22 12AR29 29AR59 21LI36 27SG11 22AR32 12PI01 18CP58 02VI37 
Sa 11 11:15:23 20PI36 01VI02 24PI20 12AR14 00TA42 21LI31 27SG14 22AR35 12PI03 18CP59 02VI34 
Su 12 11:19:20 21PI36 14VI10 26PI17 11AR56 01TA26 21LI25 27SG16 22AR38 12PI05 19CP01 02VI31 
Mo 13 11:23:17 22PI36 27VI05 28PI16 11AR36 02TA09 21LI19 27SG19 22AR41 12PI07 19CP02 02VI28 
Tu 14 11:27:13 23PI36 09LI46 00AR14 11AR13 02TA52 21LI13 27SG21 22AR44 12PI10 19CP03 02VI25 
We 15 11:31:10 24PI35 22LI13 02AR13 10AR49 03TA35 21LI07 27SG23 22AR47 12PI12 19CP04 02VI22 
Th 16 11:35:06 25PI35 04SC28 04AR11 10AR22 04TA18 21LI01 27SG25 22AR50 12PI14 19CP05 02VI18 
Fr 17 11:39:03 26PI35 16SC33 06AR09 09AR53 05TA01 20LI55 27SG27 22AR53 12PI16 19CP06 02VI15 
Sa 18 11:42:59 27PI35 28SC30 08AR05 09AR22 05TA44 20LI48 27SG29 22AR56 12PI19 19CP07 02VI12 
Su 19 11:46:56 28PI34 10SG23 10AR01 08AR50 06TA27 20LI41 27SG31 22AR59 12PI21 19CP08 02VI09 
Mo 20 11:50:52 29PI34 22SG16 11AR56 08AR16 07TA10 20LI35 27SG33 23AR03 12PI23 19CP09 02VI06 
Tu 21 11:54:49 00AR34 04CP14 13AR48 07AR41 07TA53 20LI28 27SG35 23AR06 12PI25 19CP10 02VI02 
We 22 11:58:46 01AR33 16CP21 15AR38 07AR05 08TA36 20LI21 27SG36 23AR09 12PI27 19CP11 01VI59 
Th 23 12:02:42 02AR33 28CP42 17AR25 06AR28 09TA19 20LI14 27SG38 23AR12 12PI30 19CP12 01VI56 
Fr 24 12:06:39 03AR32 11AQ22 19AR09 05AR51 10TA02 20LI07 27SG39 23AR16 12PI32 19CP12 01VI53 
Sa 25 12:10:35 04AR32 24AQ23 20AR50 05AR13 10TA44 19LI60 27SG40 23AR19 12PI34 19CP13 01VI50 
Su 26 12:14:32 05AR31 07PI49 22AR26 04AR36 11TA27 19LI53 27SG41 23AR22 12PI36 19CP14 01VI47 
Mo 27 12:18:28 06AR31 21PI38 23AR58 03AR58 12TA10 19LI45 27SG43 23AR26 12PI38 19CP15 01VI43 
Tu 28 12:22:25 07AR30 05AR50 25AR25 03AR21 12TA52 19LI38 27SG44 23AR29 12PI40 19CP16 01VI40 
We 29 12:26:21 08AR29 20AR20 26AR46 02AR45 13TA35 19LI31 27SG44 23AR32 12PI42 19CP16 01VI37 
Th 30 12:30:18 09AR29 05TA01 28AR02 02AR09 14TA17 19LI23 27SG45 23AR36 12PI44 19CP17 01VI34 
Fr 31 12:34:15 10AR28 19TA46 29AR13 01AR35 14TA60 19LI16 27SG46 23AR39 12PI47 19CP18 01VI31 
                                         APRIL 2017
DATE  SID.TIME  SUN   MOON  MERCURY  VENUS  MARS JUPITER SATURN URANUS NEPTUNE PLUTO  NODE 
Sa 01 12:38:11 11AR27 04GE28 00TA17 01AR02 15TA42 19LI08 27SG46 23AR42 12PI49 19CP18 01VI28 
Su 02 12:42:08 12AR26 18GE59 01TA14 00AR30 16TA25 19LI01 27SG47 23AR46 12PI51 19CP19 01VI24 
Mo 03 12:46:04 13AR26 03CN16 02TA05 00AR00 17TA07 18LI53 27SG47 23AR49 12PI53 19CP19 01VI21 
Tu 04 12:50:01 14AR25 17CN17 02TA50 29PI33 17TA49 18LI45 27SG47 23AR53 12PI55 19CP20 01VI18 
We 05 12:53:57 15AR24 00LE60 03TA27 29PI07 18TA32 18LI38 27SG48 23AR56 12PI57 19CP20 01VI15 
Th 06 12:57:54 16AR23 14LE26 03TA58 28PI43 19TA14 18LI30 27SG48 23AR59 12PI59 19CP21 01VI12 
Fr 07 13:01:50 17AR22 27LE38 04TA21 28PI21 19TA56 18LI22 27SG48 24AR03 13PI01 19CP21 01VI08 
Sa 08 13:05:47 18AR21 10VI36 04TA38 28PI02 20TA38 18LI14 27SG48 24AR06 13PI03 19CP21 01VI05 
Su 09 13:09:44 19AR20 23VI22 04TA48 27PI45 21TA20 18LI07 27SG47 24AR10 13PI05 19CP22 01VI02 
Mo 10 13:13:40 20AR19 05LI58 04TA51 27PI30 22TA02 17LI59 27SG47 24AR13 13PI06 19CP22 00VI59 
Tu 11 13:17:37 21AR18 18LI23 04TA47 27PI18 22TA44 17LI51 27SG47 24AR16 13PI08 19CP22 00VI56 
We 12 13:21:33 22AR16 00SC39 04TA38 27PI09 23TA26 17LI44 27SG46 24AR20 13PI10 19CP23 00VI53 
Th 13 13:25:30 23AR15 12SC47 04TA22 27PI02 24TA08 17LI36 27SG45 24AR23 13PI12 19CP23 00VI49 
Fr 14 13:29:26 24AR14 24SC48 04TA01 26PI57 24TA50 17LI28 27SG45 24AR27 13PI14 19CP23 00VI46 
Sa 15 13:33:23 25AR13 06SG43 03TA35 26PI55 25TA32 17LI21 27SG44 24AR30 13PI16 19CP23 00VI43 
Su 16 13:37:19 26AR12 18SG35 03TA04 26PI55 26TA13 17LI13 27SG43 24AR34 13PI18 19CP24 00VI40 
Mo 17 13:41:16 27AR10 00CP27 02TA30 26PI57 26TA55 17LI06 27SG42 24AR37 13PI19 19CP24 00VI37 
